system:index,City,Latitude,Longitude,Population,average_masked_max,average_masked_mean,average_masked_min,average_masked_stdDev,city,.geo
0000000000000000015a,Chinnanūr,11.6875,78.2262,2688,42.779327392578125,2.878979066401119,0.0,4.642830124364039,Chinnanūr,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d6,Ayodhyāpattanam,11.6755,78.2409,13122,42.779327392578125,2.8522259096129816,0.0,4.635055629771403,Ayodhyāpattanam,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000130,Pallippatti,11.7011,78.2428,4066,42.779327392578125,2.7688025277134147,0.0,4.644486633812654,Pallippatti,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000010a,Valasaiyūr,11.7044,78.2513,6565,42.779327392578125,2.714763376787496,0.0,4.648486509468055,Valasaiyūr,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000013c,Kūllampatti,11.6922,78.26,3632,42.779327392578125,2.70345409167681,0.0,4.642515279961678,Kūllampatti,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000119,Sukkainpatti,11.7156,78.2626,5138,42.779327392578125,2.5851178045986525,0.0,4.6437880347013065,Sukkainpatti,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000148,Wattināgulapalli,17.4179,78.293,3245,131.4451904296875,18.344696057109022,0.0,19.57099056198565,Wattināgulapalli,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000128,Manchirevula,17.3833,78.35,4459,131.4451904296875,23.36710785891798,0.0,21.04470272477167,Manchirevula,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000149,Himāyatsāgar,17.3399,78.3631,3244,131.4451904296875,21.620118996694785,0.0,21.546841286843797,Himāyatsāgar,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d8,Bandlagūda,17.3543,78.3853,12734,131.4451904296875,23.965040966068745,0.0,21.05050230411284,Bandlagūda,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000100,Kismatpur,17.3333,78.4,7288,131.4451904296875,23.261143779647334,0.0,21.179305830537476,Kismatpur,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000154,Gāgilāpur,17.6,78.4,2832,131.4451904296875,14.074115497177182,0.0,15.056295356126421,Gāgilāpur,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d5,Dundigal,17.5781,78.4288,13465,131.4451904296875,16.87457194815068,0.0,16.679454734346976,Dundigal,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ed,Māmidipalli,17.2516,78.4521,9236,116.3887710571289,16.38123185090302,0.0,19.34360315079608,Māmidipalli,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000007,Hyderābād,17.3617,78.4747,7677018,131.4451904296875,26.65964588443551,0.0,19.39046082178087,Hyderābād,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000073,Secunderābād,17.45,78.5,213698,131.4451904296875,27.65682660439935,2.1596031188964844,18.644568713117977,Secunderābād,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000070,Alwāl,17.503,78.507,240000,131.4451904296875,24.080335061201424,0.0,19.382637163292962,Alwāl,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000089,Malkājgiri,17.4483,78.5292,141175,131.4451904296875,25.72827803541362,1.6403876543045044,18.963996470508825,Malkājgiri,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000118,Kambarasampettai,10.8496,78.6754,5178,40.532894134521484,3.4585778965881495,0.0,4.5521594746932115,Kambarasampettai,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000045,Trichinopoly,10.8269,78.6928,916857,40.532894134521484,3.543856303150704,0.0,4.549571767656297,Trichinopoly,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000f1,Gundūr,10.7339,78.7184,8587,40.532894134521484,3.2763920102552127,0.0,4.519722224035176,Gundūr,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000122,Pātacudapah,14.4986,78.8335,4730,21.631980895996094,1.040370538554055,0.0,2.214075460309627,Pātacudapah,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000127,Putlampalle,14.4522,78.8511,4490,21.631980895996094,1.0078248448245795,0.0,2.2516793276681413,Putlampalle,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000140,Takkolu,14.4855,78.8797,3465,22.037826538085938,1.032330977321645,0.0,2.2960228116875485,Takkolu,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000011,Mahuākherāganj,29.13,78.95,3198982,36.26610565185547,3.0301178621286464,0.0,3.7452795491725186,Mahuākherāganj,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000016,Barmhān Kalān,23.0333,79.0167,2537000,21.171627044677734,0.9722036042546053,0.0,1.3935946841457663,Barmhān Kalān,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000018,Nāgpur,21.1497,79.0806,2405665,152.75772094726562,7.688183327980419,0.0,8.867378465184133,Nāgpur,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000032,Madanpur,29.326,79.1537,1260078,20.40521240234375,1.4334759160593402,0.0,1.9547407792526685,Madanpur,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000031,Kamalwaganja Gaur,29.2117,79.4654,1260078,43.15628433227539,1.7873079369097045,0.0,4.362155601755819,Kamalwaganja Gaur,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000012,Nagla,29.01,79.51,3198982,35.526702880859375,2.9151274991701546,0.0,4.638103613621228,Nagla,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000eb,Kondaparti,17.9219,79.5373,9551,42.5659065246582,2.9388440701012395,0.0,4.275142254914722,Kondaparti,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000043,Warangal,17.9756,79.6011,1005938,42.5659065246582,2.9228497025727536,0.0,4.229107070272572,Warangal,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000107,Mogalcherla,18.0093,79.6613,6922,42.5659065246582,2.8180431838725406,0.0,4.182627297823612,Mogalcherla,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000063,Oulgaret,11.957,79.7737,300104,35.79612731933594,2.7607183314269537,0.0,4.051280385040546,Oulgaret,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000006d,Puducherry,11.93,79.83,244377,35.79612731933594,2.3805070937767208,0.0,4.139467470229727,Puducherry,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ee,Bommayapālaiyam,11.9922,79.8499,8796,35.79612731933594,2.1060122766334364,0.0,4.057420699996454,Bommayapālaiyam,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000053,Sūrappattu,13.3359,79.8726,517589,40.27295684814453,1.0960368950144252,0.0,1.6333802942033588,Sūrappattu,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000030,Jabalpur,23.1667,79.9333,1267564,71.33415985107422,4.8612043969107095,0.0,8.273393120890283,Jabalpur,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000fd,Mevalūrkuppam,13.032,79.9995,7653,104.39215850830078,9.824769989851266,0.0,10.494376244054676,Mevalūrkuppam,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000117,Kūttambākkam,13.0569,80.0275,5217,104.39215850830078,11.060281827711345,0.0,11.604783844956474,Kūttambākkam,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000de,Pākkam,13.1436,80.028,11509,104.00150299072266,8.285675959674188,0.0,9.716277112221883,Pākkam,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000007d,Tambaram,12.831,80.0459,182071,58.107906341552734,8.069754931689248,0.0,8.180463077791025,Tambaram,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000f3,Mannivakkam,12.8884,80.0641,8424,104.39215850830078,11.562924140599455,0.0,10.887041422252619,Mannivakkam,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ff,Pālavedu,13.1547,80.0694,7467,104.00150299072266,10.328313930704235,0.0,11.321105995176937,Pālavedu,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000cb,Vandalūr,12.8924,80.0808,17655,104.39215850830078,12.474394086315867,0.0,11.370419401081982,Vandalūr,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000134,Agaram,13.0397,80.0808,3949,104.39215850830078,14.852352983924083,0.0,12.827967911852218,Agaram,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000011f,Vellānūr,13.15,80.1,4825,514.9688110351562,12.82829235246398,0.0,17.659061132725622,Vellānūr,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000004d,Āvadi,13.1147,80.1098,695000,514.9688110351562,15.415702457077801,0.0,18.90706785405495,Āvadi,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000009e,Poonamallee,13.0465,80.11,56237,104.39215850830078,16.735344305838016,1.37702476978302,13.357779953528054,Poonamallee,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000dd,Perumbakkam,13.0133,80.143,11551,104.39215850830078,17.62244166355171,0.0,13.281781460145766,Perumbakkam,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000072,Pallāvaram,12.9677,80.1581,215417,104.39215850830078,16.745196895499117,0.0,13.584057707520508,Pallāvaram,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000057,Ambattūr,13.0983,80.1622,466205,514.9688110351562,17.64402099694686,0.0,18.97432091405707,Ambattūr,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000db,Mugalivakkam,13.0205,80.1653,12083,514.9688110351562,17.993535720354945,0.0,16.563801654885346,Mugalivakkam,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000df,Manappakkam,13.0108,80.1686,11358,105.84669494628906,17.71500953079397,0.0,13.661562288611485,Manappakkam,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000012a,Nanmangalam,12.9381,80.1753,4386,104.39215850830078,15.298972740238876,0.0,13.86785662001041,Nanmangalam,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000009f,Nerkunram,13.0619,80.2094,52570,514.9688110351562,17.903290451553655,0.0,19.25487904607826,Nerkunram,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000013a,Kolapakkam,12.9142,80.2294,3729,104.39215850830078,12.658729562895846,0.0,14.116630333706627,Kolapakkam,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000091,Kaliānpur,26.5191,80.2498,112014,64.37326049804688,7.671060278414109,0.0,12.236100842002463,Kaliānpur,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000003,Chennai,13.0825,80.275,12395000,514.9688110351562,15.24553362397351,0.0,20.00672937899431,Chennai,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000006c,Tiruvottiyūr,13.1667,80.3,249446,514.9688110351562,11.708308740210374,0.0,19.09827532336088,Tiruvottiyūr,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000b,Kanpur,26.4725,80.3311,4581268,64.37326049804688,8.207706442937244,0.0,12.125741999285738,Kanpur,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000050,Guntūr,16.3,80.45,670073,33.69953536987305,2.4459759039773536,0.0,3.330184515203902,Guntūr,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000116,Sītānagaram,16.2403,80.5817,5447,33.69953536987305,2.1772515025573904,0.0,3.2421778603568416,Sītānagaram,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000035,Vijayavāda,16.5167,80.6167,1230000,49.77263259887695,3.738174610957935,0.0,4.893839718955903,Vijayavāda,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000135,Pātapādu,16.5781,80.6652,3933,49.77263259887695,3.6171965111651145,0.0,4.878344495617213,Pātapādu,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000012d,Ambāpuram,16.599,80.8949,4110,19.99625587463379,1.4920398711017084,0.0,1.5182637306374474,Ambāpuram,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000f,Lucknow,26.847,80.947,3382000,102.28108215332031,13.527876856890899,0.0,15.617996675671256,Lucknow,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000017,Gorakhpur,22.1688,81.6042,2500000,25.608652114868164,1.5575987918405592,0.0,1.229716624292934,Gorakhpur,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000042,Raipur,21.2379,81.6337,1010087,54.57653045654297,6.980865113332176,0.0,8.00755322358166,Raipur,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000005f,Rājahmundry,16.9833,81.7833,341831,25.695905685424805,1.8731467533131856,0.0,2.3595105670687286,Rājahmundry,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000009,Prayagraj,25.45,81.85,5954391,72.45399475097656,5.578825983651008,0.0,8.231713778920344,Prayagraj,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000e7,Nipania,21.85,82.0333,10000,34.99420166015625,1.9210417259970958,0.0,2.1298065873218355,Nipania,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000005c,Kākināda,16.9333,82.2167,384182,33.76551818847656,2.014377877409188,0.0,3.1358323994338515,Kākināda,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000037,Vārānasi,25.3189,83.0128,1198491,69.9402084350586,6.390097975982885,0.0,8.078534910370985,Vārānasi,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001e,Vishākhapatnam,17.6939,83.2922,2035922,165.4071502685547,5.062426986870133,0.0,9.394221793501602,Vishākhapatnam,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000099,Brājarājnagar,21.82,83.92,80403,650.1268920898438,4.963296591957108,0.0,15.445831504107428,Brājarājnagar,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000157,Tendua Dusādhi,24.9427,84.1299,2770,51.58308029174805,2.173040756168301,0.0,2.966081463614588,Tendua Dusādhi,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000014c,Dahāur,24.9146,84.136,3186,51.58308029174805,2.234967832458264,0.0,3.1440323697689685,Dahāur,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000143,Deuriya,24.953,84.1401,3439,51.58308029174805,2.108388585868801,0.0,2.673855753754971,Deuriya,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000f8,Pahleza,24.9378,84.1467,7888,51.58308029174805,2.229688546938514,0.0,3.115639297324555,Pahleza,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000014d,Katār,24.8818,84.1511,3149,51.58308029174805,2.2347020649497362,0.0,3.207962608801189,Katār,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000142,Bhainsaha,24.8951,84.1557,3454,51.58308029174805,2.225337682391589,0.0,3.1407140811739613,Bhainsaha,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000010e,Sakhara,24.9091,84.1584,6256,51.58308029174805,2.239607157904047,0.0,3.1283514365665184,Sakhara,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000012e,Gobardhanpur,24.9493,84.1603,4080,51.58308029174805,2.1586052926406767,0.0,2.8056145496638996,Gobardhanpur,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000111,Gangauli,24.9361,84.1728,5943,51.58308029174805,2.2454694576058487,0.0,3.123791426249667,Gangauli,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000008a,Dehri,24.87,84.18,137231,51.58308029174805,2.23115345322565,0.0,3.1737402647806947,Dehri,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000147,Berkap,24.9444,84.2143,3272,51.58308029174805,2.0876314741148856,0.0,2.5491374190082543,Berkap,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000014b,Suara,25.0361,84.262,3234,29.35615348815918,1.8952269012214225,0.0,1.8492127151496605,Suara,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ad,Nāsriganj,25.05,84.3333,27490,18.69915008544922,1.5477757048613459,0.0,1.10131915057116,Nāsriganj,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000f2,Pachrukhi,26.1593,84.4087,8508,22.3023681640625,1.7507046596074987,0.0,1.3589634112437594,Pachrukhi,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b8,Mahārājgani,26.1075,84.5025,24282,22.3023681640625,1.7356096648692365,0.0,1.3048947905879722,Mahārājgani,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ea,Masar,25.5577,84.5767,9613,38.95252990722656,2.2536976333409307,0.0,2.710563489809727,Masar,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000125,Keshopur,25.5148,84.67,4559,38.95252990722656,2.462844257092657,0.0,2.7880940028016887,Keshopur,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000068,Arrah,25.5631,84.6711,261430,38.95252990722656,2.3750930572341127,0.0,2.8741643142895312,Arrah,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002e,Madārpur,26.227,84.6746,1367765,15.342768669128418,1.6334618268349261,0.0,0.7244270388980684,Madārpur,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000010b,Jogta,25.4884,84.7055,6498,38.95252990722656,2.528186258349421,0.0,2.846646338570414,Jogta,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d4,Jamira,25.5535,84.7063,13469,38.95252990722656,2.5462013962628625,0.0,2.899519851498011,Jamira,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000074,Chāpra,25.7808,84.7308,212955,24.64491844177246,1.7815641312260175,0.0,1.7372567431699624,Chāpra,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000112,Giddha,25.588,84.7472,5728,38.95252990722656,2.585553999603396,0.0,2.9487413776042137,Giddha,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000005e,Brahmapur,19.32,84.78,355823,41.32637405395508,2.155786147505795,0.0,3.7543243715926558,Brahmapur,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b2,Koelwār,25.5805,84.7975,26304,38.95252990722656,2.7555606071085625,0.0,2.957663581172566,Koelwār,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000052,Raurkela,22.2492,84.8828,552970,57.28183364868164,2.5206404626323193,0.0,5.792983653627571,Raurkela,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000056,Gaya,24.75,85.0167,474093,47.5931282043457,2.996979555355752,0.0,4.294838820410296,Gaya,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000007c,Dinapore,25.6333,85.05,182241,95.39838409423828,7.823767932640784,0.0,12.718844990646119,Dinapore,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a7,Khagaul,25.58,85.05,34364,95.39838409423828,7.787443879910408,0.0,12.638829590121292,Khagaul,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001c,Patna,25.61,85.1414,2046652,95.39838409423828,8.340406658909478,0.0,12.746406973619521,Patna,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000087,Hājīpur,25.68,85.22,147688,95.39838409423828,7.868435119468066,0.0,12.774620207791342,Hājīpur,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000fb,Pithauriā,23.518,85.2918,7674,53.52621841430664,4.410443318233726,0.0,7.445238538518654,Pithauriā,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000160,Bhagwatpur Patera,25.858,85.296,2508,33.55477523803711,2.2937880900791505,0.0,2.052621257616754,Bhagwatpur Patera,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ac,Kantai,26.2142,85.2975,27549,51.157962799072266,3.1692160900811768,0.0,4.293935655242116,Kantai,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000153,Bhagwānpur,25.8601,85.2997,2840,28.156965255737305,2.265716401019133,0.0,1.877421838154298,Bhagwānpur,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000be,Kānke,23.4348,85.3206,21650,72.19751739501953,5.4887226929923285,0.0,8.111509434021668,Kānke,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003e,Rānchi,23.3556,85.3347,1073440,72.19751739501953,5.505054116616719,0.0,8.114060843175583,Rānchi,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000bf,Rāja Pākar,25.735,85.3376,21644,64.06798553466797,3.2957777872627902,0.0,4.919929486170395,Rāja Pākar,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000060,Muzaffarpur,26.12,85.3833,333200,51.157962799072266,3.24461947527402,0.0,4.276225293931077,Muzaffarpur,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000cf,Khusropur,25.4817,85.3849,16109,64.06798553466797,2.525718217102908,0.0,3.7157606372569965,Khusropur,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000da,Desri,25.6691,85.4082,12324,64.06798553466797,2.7364796755587677,0.0,3.984567284286991,Desri,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000109,Sahdai Buzurg,25.6622,85.4597,6823,64.06798553466797,1.8499544954853777,0.0,1.9885009039720174,Sahdai Buzurg,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000094,Sītāmarhi,26.6,85.48,106093,24.354564666748047,1.7443840131926547,0.0,1.6579244030611706,Sītāmarhi,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000c6,Dumra,26.5671,85.5204,19186,24.354564666748047,1.7406976630478805,0.0,1.5823995405589553,Dumra,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000078,Puri,19.8,85.8167,201026,65.09595489501953,1.2435389307002906,0.0,3.9138886679834113,Puri,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000047,Bhubaneshwar,20.295,85.825,837737,57.480831146240234,6.079429819859477,0.0,7.866383854145812,Bhubaneshwar,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000af,Dalsingh Sarai,25.668,85.8364,26658,15.166441917419434,1.7794687467356225,0.0,1.115510520215572,Dalsingh Sarai,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000065,Darbhanga,26.157,85.8995,296039,34.35498046875,2.224240958646386,0.0,3.010313491426826,Darbhanga,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000dc,Khānpur,25.8572,85.933,12066,34.91972351074219,1.9548337661302255,0.0,1.9003191453112656,Khānpur,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b3,Bāruni,25.4751,85.9681,26117,148.07139587402344,3.26367653497762,0.0,7.535234629097334,Bāruni,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000e1,Chhabila,26.2477,85.9927,11054,34.35498046875,2.497648505066242,0.0,3.1872537192745938,Chhabila,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000114,Muria,26.2028,86.0083,5594,34.35498046875,2.5390370985800246,0.0,3.197705370243208,Muria,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000103,Narpatnagar,26.1987,86.0426,7186,34.35498046875,2.583073532798815,0.0,3.207047069324289,Narpatnagar,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ca,Ulao,25.4165,86.0936,18020,148.07139587402344,3.3304887292474628,0.0,7.569000151281283,Ulao,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000e8,Bhawānīpur,26.2385,86.0995,9971,23.506330490112305,2.104782420121924,0.0,1.6120881320206029,Bhawānīpur,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000f5,Singhaul,25.4375,86.1,8286,148.07139587402344,3.3495553851322204,0.0,7.562994174622455,Singhaul,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000006a,Begusarai,25.42,86.13,252008,148.07139587402344,3.2646530882633686,0.0,7.542588348489604,Begusarai,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d2,Garhpura,25.6638,86.1818,14741,15.555122375488281,1.4432405938154131,0.0,1.0023328732967753,Garhpura,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000051,Jamshedpur,22.8,86.1833,629659,274.8820495605469,5.287190736641301,0.0,12.344710150486025,Jamshedpur,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000010f,Hasanpur,25.7079,86.192,6177,15.555122375488281,1.371610601607294,0.0,0.9939767808018966,Hasanpur,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000e3,Nao Kothi,25.5196,86.1954,10946,148.07139587402344,2.7963938213493447,0.0,7.0095802912071035,Nao Kothi,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000136,Andauli,26.0846,86.2105,3894,14.192971229553223,1.5953736735833925,0.0,0.9856623051490522,Andauli,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000cc,Lakhnaur,26.202,86.309,17442,14.192971229553223,1.624190629309706,0.0,0.8913088171505852,Lakhnaur,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000013f,Kasiām,26.1862,86.311,3480,14.192971229553223,1.5843703307883903,0.0,0.9054970354106767,Kasiām,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b5,Sāhibpur Kamāl,25.4167,86.3901,25128,40.627586364746094,1.7406449437945901,0.0,2.989570548349715,Sāhibpur Kamāl,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000c,Belāhi,25.7167,86.4,4487379,12.15988540649414,0.9418511044712453,0.0,0.8000445769185662,Belāhi,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000f7,Harilādih,23.7333,86.4,7917,69.60919189453125,4.800925682171153,0.0,5.870116667340429,Harilādih,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a3,Kendrāparha,20.5,86.4167,41404,18.487794876098633,1.2610130954997336,0.0,1.0978383876873066,Kendrāparha,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003b,Dhanbād,23.7928,86.435,1162472,69.60919189453125,4.4252903714376615,0.0,5.544034966587282,Dhanbād,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000095,Jamālpur,25.3,86.5,105221,40.627586364746094,1.3706246114508187,0.0,2.8070371234125573,Jamālpur,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000008e,Baripāda,21.935,86.7214,116874,20.6193790435791,0.5775674431425966,0.0,1.6144965649575445,Baripāda,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000062,Kulti,23.73,86.8399,313809,221.2736053466797,4.376363730684572,0.0,7.586985980728226,Kulti,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000008d,Balasore,21.5033,86.925,118162,55.93060302734375,1.8899929393818629,0.0,2.9613036940361233,Balasore,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000034,Āsansol,23.6833,86.9667,1243414,221.2736053466797,5.2047165645164455,0.0,8.046641865299554,Āsansol,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000121,Babura,25.0851,87.1092,4755,26.459810256958008,1.669324318879842,0.0,1.5174961558678655,Babura,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000075,Kharagpur,22.3302,87.3237,207604,56.179569244384766,2.7859310030340105,0.0,4.623887453559185,Kharagpur,"{""type"":""MultiPoint"",""coordinates"":[]}"
